ID,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
659,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,0,0,0,1.41,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,1.41,0,0,0,0,2.82,0,1.41,1.41,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,1.41,1.41,1.41,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,1.41,1.41,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,1.41,1.41,1.41,0,0,0,1.41,0,0,0,1.41,0,0,0,1.41,2.82,0,1.41,0,0,0,1.41,1.41,0,0,1.41,0,0,0,0,0,0,1.41,0,1.41,0,0,0,0,0,0,1.41,0,0,2.82,0,1.41,0,1.41,0,1.41,0,0,1.41,1.41,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,1.41,0,1.41,0,0,0,0,0,0,0,0,0,0,1.41,0,0,2.82,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,1.41,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.41,1.41,1.41,0,0,0,0,2.82,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0
661,2.13,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,2.13,2.13,2.13,0,0,0,0,4.26,0,0,2.13,0,2.13,0,2.13,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,2.13,0,0,0,0,0,2.13,0,0,0,2.13,0,0,0,0,0,0,0,0,0,2.13,0,0,0,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0
662,0,0,0,1.27,1.27,0,0,1.27,0,0,0,1.27,1.27,0,1.27,1.27,1.27,0,0,0,1.27,0,0,0,1.27,0,0,0,2.53,1.27,0,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.27,0,0,0,0,0,0,0,0,1.27,0,0,0,1.27,1.27,0,0,0,0,0,1.27,0,0,0,0,0,0,1.27,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,1.27,1.27,0,0,0,0,0,1.27,0,0,0,0,1.27,0,0,0,1.27,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,1.27,0,2.53,0,0,1.27,0,0,1.27,0,0,0,0,0,2.53,0,0,0,0,0,1.27,0,1.27,0,0,1.27,1.27,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,1.27,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,1.27,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,1.27,0,1.27,0,1.27,0,1.27,0,0,0,1.27,0,1.27,0,0,0,1.27,0,0,0,1.27,0,2.53,0,0,0,0,1.27,0,1.27,1.27,1.27,0,0,0,0,0,0,0,2.53,0,0,0,0,1.27,0,0,0,0,0,0,0,1.27,0,0,0,3.8,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,0,0,1.11,1.11,0,1.11,0,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,1.11,0,0,1.11,0,0,0,1.11,1.11,0,0,0,0,1.11,0,0,1.11,0,1.11,0,0,1.11,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,1.11,0,0,1.11,0,1.11,0,0,0,0,0,1.11,0,0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,0,0,2.22,0,1.11,0,1.11,0,0,0,1.11,0,0,0,2.22,0,0,0,0,0,2.22,1.11,0,1.11,0,1.11,0,0,1.11,2.22,1.11,1.11,0,0,0,0,1.11,0,0,0,0,0,1.11,0,0,0,1.11,0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,2.22,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,1.11,2.22,1.11,0,0,0,0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,3.33,2.22,1.11,0,0,0,0,1.11,0,0,1.11,0,0,2.22,0,2.22,0,0,0,1.11,0,1.11,0,0,0,0,1.11,1.11,0,0,0,1.11,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,1.49,0,0,0,0,1.49,0,0,0,0,2.99,1.49,0,1.49,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,1.49,0,0,1.49,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,2.99,1.49,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,2.99,0,0,0,0,2.99,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,1.49,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,1.49,1.49,0,2.99,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,2.99,0,1.49,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,1.49,0,0,0,0,1.49,0,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,0,3.03,0,3.03,0,0,0,3.03,0,3.03,0,0,3.03,0,0,0,0,3.03,0,3.03,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,3.03,0,0,0,0,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,1.96,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,3.92,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,1.96,0,1.96,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,7.84,1.96,0,0,0,1.96,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,1.96,0,0,0,1.96,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,1.96,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,1.96,3.92,1.96,0,0,0,1.96,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,1.96,0,1.96,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,4.35,0,0,4.35,0,0,0,4.35,0,8.7,0,0,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,1.15,1.15,1.15,0,0,0,0,0,0,1.15,0,1.15,0,0,1.15,0,0,0,0,1.15,1.15,0,1.15,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,2.3,0,0,0,0,0,1.15,0,0,0,0,0,0,0,1.15,0,0,1.15,0,1.15,1.15,0,0,0,0,0,1.15,0,0,0,0,1.15,0,0,0,0,0,0,0,0,1.15,0,3.45,0,0,0,0,1.15,0,0,0,0,0,2.3,0,0,0,0,0,1.15,1.15,1.15,1.15,0,0,1.15,0,1.15,0,0,0,0,0,0,0,0,1.15,0,2.3,1.15,2.3,0,1.15,0,0,3.45,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,2.3,0,0,0,0,2.3,2.3,0,1.15,0,1.15,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,1.15,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,1.15,0,0,1.15,0,0,2.3,0,0,3.45,0,1.15,0,0,1.15,0,0,1.15,0,0,0,0,1.15,0,0,0,0,1.15,0,1.15,0,0,0,0,0,0,0,1.15,0,0,1.15,2.3,0,0,0,0,0,0,1.15,1.15,0,0,0,0,1.15,0,0,0,0,0,1.15,0,0,0,0,0,0,0,1.15,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,1.15,0,0,0,0,0
670,0,0,1.47,0,0,0,0,0,1.47,1.47,1.47,0,0,1.47,0,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,2.94,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1.47,0,2.94,0,0,0,1.47,0,0,0,0,0,5.88,0,0,2.94,0,1.47,0,4.41,7.35,1.47,0,0,0,1.47,0,0,0,1.47,0,1.47,0,0,0,0,0,0,0,0,2.94,1.47,0,0,0,1.47,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,1.47
671,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,3.45,3.45,0,0,0,3.45,0,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,3.45,0,0,0,3.45,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0
672,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0
